end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrower_s_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent_,closed_date_most_recent_
2018-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,P037362,,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2018-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,P037362,,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2018-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,P037362,,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2018-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,P037362,,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-02-28,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-03-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-04-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-05-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-06-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-07-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-08-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2019-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-02-29,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-03-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-04-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-05-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-06-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-07-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-08-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2020-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-02-28,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-03-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-04-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-05-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-06-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-07-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-08-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2021-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-02-28,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-03-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-04-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-05-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-06-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-07-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-08-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2022-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-02-28,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-03-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-04-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-05-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-06-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-07-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-08-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-09-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-10-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-11-30,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2023-12-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2024-01-31,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,P037362,RECONSTRUCTION,40000000.0,0.0,0.0,40000000.0,17771000.0,0.0,0.0,0.0,22229000.0,22229000.0,0.0,0.0,1953-02-01,1972-08-01,1947-08-22,1947-08-22,1947-10-17,1949-03-31
2011-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,2049-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,2049-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,2049-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,2049-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2011-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-02-29,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
